id_transaccion,fecha,id_socio,nombre_cliente,sucursal,categoria_servicio,tipo_membresia,monto_ingreso,costo_adquisicion_cac,duracion_meses_socio,estado_socio,asistencias_mes,nps_satisfaccion
TRX-RD-5201,2025-02-15,037-0534406-1,"Yudelka Guzmán Martínez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1985.00,9,Activo,14,10
TRX-RD-5221,2025-02-15,031-0627540-1,"María Morales Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1201.00,14,Activo,14,8
TRX-RD-5231,2025-02-15,002-6485922-4,"Carlos Sánchez García","Santiago (Los Jardines)","Personal Trainer","Premium",1841.00,1669.00,8,Activo,9,7
TRX-RD-5236,2025-02-15,011-3817674-6,"Manuel Reyes Rodríguez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2435.00,12,Activo,13,9
TRX-RD-5239,2025-02-15,031-1342744-1,"Patricia Pérez Díaz","Puerto Plata Club","Membresías","Básica",1690.00,1141.00,11,Activo,15,7
TRX-RD-5120,2025-02-16,037-9879283-8,"Carmen Morales Cruz","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1237.00,10,Activo,14,9
TRX-RD-5127,2025-02-16,001-2647774-4,"Nicole Ventura Morales","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1220.00,7,Activo,12,8
TRX-RD-5175,2025-02-16,031-0389221-6,"Laura Reyes Marte","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1788.00,9,Activo,16,8
TRX-RD-5189,2025-02-16,037-8606750-8,"Miguel Peña Vásquez","Punta Cana (Bávaro)","Tienda Deportiva","Premium",1373.00,1553.00,9,Activo,9,7
TRX-RD-5114,2025-02-17,001-3041013-7,"Juan Ventura García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1565.00,6,Activo,14,8
TRX-RD-5132,2025-02-17,011-7856238-3,"Gabriel Marte Sánchez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1325.00,8,Activo,11,8
TRX-RD-5137,2025-02-17,037-8163497-1,"Carolina Marte Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2270.00,10,Activo,10,8
TRX-RD-5146,2025-02-17,002-6000131-8,"María Jiménez Santana","Puerto Plata Club","Membresías","Premium",2690.00,1598.00,10,Activo,7,7
TRX-RD-5173,2025-02-17,001-2207218-4,"Luisa Marte Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2660.00,9,Activo,12,10
TRX-RD-5184,2025-02-17,002-4145283-8,"Stephanie Martínez Rodríguez","Punta Cana (Bávaro)","Personal Trainer","Básica",1275.00,1446.00,10,Activo,12,8
TRX-RD-5192,2025-02-17,002-6259335-3,"Emmanuel Guzmán Rosario","Santo Domingo Este (Zona Oriental)","Personal Trainer","Premium",1860.00,2156.00,16,Activo,6,7
TRX-RD-5223,2025-02-17,402-5274340-2,"Altagracia Morales Sánchez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1875.00,9,Activo,10,8
TRX-RD-5087,2025-02-18,037-9546737-6,"Stephanie Reyes Gómez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1340.00,7,Activo,15,10
TRX-RD-5152,2025-02-18,001-0419364-4,"Ramón Jiménez Santana","Santo Domingo (Piantini)","Personal Trainer","Básica",1362.00,1238.00,12,Activo,5,8
TRX-RD-5155,2025-02-18,002-0478549-7,"Luis Guzmán Díaz","Santo Domingo Este (Zona Oriental)","Personal Trainer","VIP",1713.00,2524.00,10,Activo,9,10
TRX-RD-5154,2025-02-19,002-0478549-7,"Luis Guzmán Díaz","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2524.00,10,Activo,9,10
TRX-RD-5178,2025-02-19,002-3232256-0,"Patricia Santana Morales","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1098.00,11,Activo,13,9
TRX-RD-5209,2025-02-19,031-3955124-0,"Luis Pérez Vásquez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1130.00,9,Activo,11,8
TRX-RD-5217,2025-02-19,031-7537326-9,"Johanny Guzmán Pérez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1672.00,1736.00,9,Activo,9,8
TRX-RD-5161,2025-02-20,001-2305238-3,"Johanny Jiménez Marte","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2486.00,10,Activo,11,8
TRX-RD-5199,2025-02-20,402-6167615-5,"María Gómez Marte","Puerto Plata Club","Membresías","Premium",2690.00,1749.00,7,Activo,10,9
TRX-RD-5107,2025-02-21,402-9497962-6,"Juan Sánchez Ventura","Santo Domingo Este (Zona Oriental)","Personal Trainer","Premium",1371.00,1775.00,11,Activo,12,8
TRX-RD-5115,2025-02-21,097-1176412-7,"Gabriel Jiménez Sánchez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1963.00,8,Activo,10,8
TRX-RD-5136,2025-02-21,002-2421057-5,"Yamilka Pérez Vásquez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1190.00,11,Activo,11,8
TRX-RD-5176,2025-02-21,002-2223394-2,"Johanny Martínez Reyes","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1445.00,7,Activo,11,7
TRX-RD-5200,2025-02-21,402-6167615-5,"María Gómez Marte","Puerto Plata Club","Personal Trainer","Premium",1692.00,1749.00,7,Activo,10,9
TRX-RD-5240,2025-02-21,031-1342744-1,"Patricia Pérez Díaz","Puerto Plata Club","Personal Trainer","Básica",1561.00,1141.00,11,Activo,15,7
TRX-RD-5145,2025-02-22,011-3552274-4,"Ramón Marte Morales","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1475.00,4,Activo,8,9
TRX-RD-5151,2025-02-22,001-0419364-4,"Ramón Jiménez Santana","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1238.00,12,Activo,5,8
TRX-RD-5237,2025-02-22,402-2143151-9,"Rosa Sánchez Sánchez","Puerto Plata Club","Membresías","Básica",1690.00,1418.00,13,Activo,11,8
TRX-RD-5093,2025-02-23,402-4917674-0,"Yamilka García Morales","Punta Cana (Bávaro)","Personal Trainer","VIP",1735.00,2476.00,10,Activo,12,8
TRX-RD-5122,2025-02-23,402-7470758-3,"Johanny Pérez Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2407.00,9,Activo,14,8
TRX-RD-5126,2025-02-23,402-3864375-9,"Kelvin Ventura Pérez","Santo Domingo (Piantini)","Personal Trainer","VIP",1442.00,2450.00,9,Activo,13,9
TRX-RD-5162,2025-02-23,402-0475896-1,"Carolina Reyes Rosario","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1762.00,12,Activo,12,8
TRX-RD-5164,2025-02-23,011-9824525-8,"José Sánchez Marte","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1765.00,11,Activo,12,10
TRX-RD-5167,2025-02-23,097-3288495-3,"Luis Sánchez Peña","Santiago (Los Jardines)","Membresías","VIP",4890.00,2380.00,11,Activo,8,9
TRX-RD-5202,2025-02-23,037-0534406-1,"Yudelka Guzmán Martínez","Punta Cana (Bávaro)","Clases Guiadas","Premium",728.00,1985.00,9,Activo,14,10
TRX-RD-5092,2025-02-24,402-4917674-0,"Yamilka García Morales","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2476.00,10,Activo,12,8
TRX-RD-5094,2025-02-24,402-3725711-4,"Genesis Rodríguez Sánchez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1179.00,14,Activo,14,9
TRX-RD-5109,2025-02-24,011-1339381-1,"Juan Castillo Morales","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1261.00,8,Activo,11,9
TRX-RD-5111,2025-02-24,031-9385468-8,"Manuel Marte Vásquez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1280.00,1318.00,8,Activo,15,9
TRX-RD-5144,2025-02-24,402-7439845-8,"Nicole Sánchez Santana","Santiago (Los Jardines)","Clases Guiadas","VIP",959.00,2334.00,10,Activo,16,8
TRX-RD-5171,2025-02-24,011-0803242-4,"Laura Gómez Ventura","Santiago (Los Jardines)","Tienda Deportiva","VIP",1217.00,2719.00,12,Activo,6,8
TRX-RD-5214,2025-02-24,037-2632060-3,"Nicole Castillo Rodríguez","Santo Domingo (Piantini)","Clases Guiadas","VIP",1141.00,2417.00,12,Activo,11,7
TRX-RD-5220,2025-02-24,031-7353529-9,"Patricia Sánchez Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1184.00,9,Activo,12,7
TRX-RD-5241,2025-02-24,011-2784457-7,"Kelvin Jiménez Gómez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1191.00,17,Activo,10,9
TRX-RD-5159,2025-02-25,402-4161120-7,"Carlos Vásquez Peña","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1665.00,10,Activo,10,9
TRX-RD-5098,2025-02-26,011-9439820-0,"Ramón Guzmán Reyes","Santo Domingo (Piantini)","Personal Trainer","Premium",1683.00,1665.00,9,Activo,9,9
TRX-RD-5119,2025-02-26,011-5108527-9,"Yudelka Morales Castillo","Santiago (Los Jardines)","Clases Guiadas","Premium",1168.00,1676.00,10,Activo,4,9
TRX-RD-5138,2025-02-26,011-3806746-5,"Genesis Jiménez García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1605.00,5,Activo,12,7
TRX-RD-5140,2025-02-26,011-3806746-5,"Genesis Jiménez García","Punta Cana (Bávaro)","Tienda Deportiva","Premium",1668.00,1605.00,5,Activo,12,7
TRX-RD-5150,2025-02-26,097-6771051-1,"Nicole Cruz Morales","Santo Domingo (Piantini)","Tienda Deportiva","Premium",2212.00,1626.00,11,Activo,14,8
TRX-RD-5156,2025-02-26,002-0478549-7,"Luis Guzmán Díaz","Santo Domingo Este (Zona Oriental)","Clases Guiadas","VIP",963.00,2524.00,10,Activo,9,10
TRX-RD-5190,2025-02-26,002-3335454-7,"Manuel Rodríguez Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1007.00,10,Activo,12,9
TRX-RD-5197,2025-02-26,031-8208335-6,"María Gómez Guzmán","Santiago (Los Jardines)","Membresías","Premium",2690.00,1664.00,4,Activo,7,9
TRX-RD-5205,2025-02-26,001-7888720-4,"Pedro Peña Guzmán","Puerto Plata Club","Clases Guiadas","VIP",941.00,2841.00,13,Activo,12,9
TRX-RD-5091,2025-02-27,001-4336709-2,"Ana Paulino Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1162.00,10,Activo,9,8
TRX-RD-5100,2025-02-27,097-5613607-4,"Miguel Díaz Cruz","Punta Cana (Bávaro)","Personal Trainer","Básica",1695.00,1355.00,14,Activo,8,8
TRX-RD-5112,2025-02-27,031-9385468-8,"Manuel Marte Vásquez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",1147.00,1318.00,8,Activo,15,9
TRX-RD-5139,2025-02-27,011-3806746-5,"Genesis Jiménez García","Punta Cana (Bávaro)","Personal Trainer","Premium",1394.00,1605.00,5,Activo,12,7
TRX-RD-5142,2025-02-27,001-2220302-9,"Ana Martínez Santana","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1409.00,11,Activo,15,10
TRX-RD-5143,2025-02-27,402-7439845-8,"Nicole Sánchez Santana","Santiago (Los Jardines)","Membresías","VIP",4890.00,2334.00,10,Activo,16,8
TRX-RD-5157,2025-02-27,002-3548885-5,"Miguel Vásquez Cruz","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1131.00,4,Activo,9,9
TRX-RD-5188,2025-02-27,037-8606750-8,"Miguel Peña Vásquez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1553.00,9,Activo,9,7
TRX-RD-5211,2025-02-27,037-6396478-4,"Miguel Marte Rosario","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1489.00,7,Activo,12,9
TRX-RD-5233,2025-02-27,001-9581794-5,"Carlos Sánchez Martínez","Puerto Plata Club","Personal Trainer","VIP",1616.00,2196.00,12,Activo,18,8
TRX-RD-5088,2025-02-28,002-6588410-6,"Laura Díaz Díaz","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1880.00,6,Activo,10,9
TRX-RD-5101,2025-02-28,097-7920909-8,"Ana García Santana","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1411.00,10,Activo,17,8
TRX-RD-5121,2025-02-28,002-0039098-7,"Alejandro Rodríguez Castillo","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1582.00,10,Activo,3,9
TRX-RD-5153,2025-02-28,402-1618967-6,"Carlos Paulino Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1128.00,10,Activo,14,5
TRX-RD-5172,2025-02-28,002-2795339-5,"Ramón Martínez Vásquez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1134.00,12,Activo,14,7
TRX-RD-5198,2025-02-28,097-4377382-3,"Kelvin Marte Santana","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1336.00,6,Activo,11,8
TRX-RD-5206,2025-02-28,011-5973150-2,"Ramón Díaz Castillo","Santiago (Los Jardines)","Membresías","Básica",1690.00,952.00,5,Activo,10,7
TRX-RD-5228,2025-02-28,402-3646088-3,"Kelvin Reyes Cruz","Punta Cana (Bávaro)","Personal Trainer","VIP",1434.00,2581.00,6,Activo,7,8
TRX-RD-5289,2025-03-01,011-5108527-9,"Yudelka Morales Castillo","Santiago (Los Jardines)","Clases Guiadas","Premium",917.00,1676.00,10,Activo,10,9
TRX-RD-5310,2025-03-01,002-2068409-6,"Gabriel Díaz Guzmán","Puerto Plata Club","Clases Guiadas","Básica",772.00,1264.00,10,Activo,10,8
TRX-RD-5419,2025-03-01,002-4145283-8,"Stephanie Martínez Rodríguez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1446.00,10,Activo,12,7
TRX-RD-5420,2025-03-01,031-8488242-5,"Emmanuel Reyes Guzmán","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1538.00,7,Activo,9,9
TRX-RD-5478,2025-03-01,002-8193156-8,"Altagracia Martínez Castillo","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1073.00,9,Activo,15,8
TRX-RD-5261,2025-03-02,011-9439820-0,"Ramón Guzmán Reyes","Santo Domingo (Piantini)","Personal Trainer","Premium",1345.00,1665.00,9,Activo,7,7
TRX-RD-5280,2025-03-02,011-1339381-1,"Juan Castillo Morales","Santo Domingo (Piantini)","Clases Guiadas","Básica",1263.00,1261.00,8,Activo,13,10
TRX-RD-5297,2025-03-02,402-7470758-3,"Johanny Pérez Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2407.00,9,Activo,8,7
TRX-RD-5313,2025-03-02,031-1102942-1,"Miguel Sánchez Sánchez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1329.00,19,Activo,8,8
TRX-RD-5322,2025-03-02,001-5524767-9,"Ramón Jiménez Vásquez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",1142.00,1201.00,7,Activo,11,7
TRX-RD-5347,2025-03-02,002-6000131-8,"María Jiménez Santana","Puerto Plata Club","Membresías","Premium",2690.00,1598.00,10,Activo,10,8
TRX-RD-5351,2025-03-02,001-0419364-4,"Ramón Jiménez Santana","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1238.00,12,Activo,15,8
TRX-RD-5372,2025-03-02,402-2286782-8,"Patricia Sánchez Sánchez","Santiago (Los Jardines)","Clases Guiadas","Premium",788.00,1526.00,5,Activo,13,8
TRX-RD-5392,2025-03-02,011-4453841-8,"Manuel Morales Paulino","Puerto Plata Club","Membresías","Básica",1690.00,1143.00,10,Activo,14,8
TRX-RD-5423,2025-03-02,031-8639038-5,"Manuel Cruz Santana","Santiago (Los Jardines)","Tienda Deportiva","Premium",1603.00,1556.00,10,Activo,8,8
TRX-RD-5448,2025-03-02,011-5973150-2,"Ramón Díaz Castillo","Santiago (Los Jardines)","Membresías","Básica",1690.00,952.00,5,Activo,11,9
TRX-RD-5450,2025-03-02,031-1597777-3,"Altagracia Morales Paulino","Puerto Plata Club","Membresías","Básica",1690.00,1462.00,5,Activo,10,8
TRX-RD-5479,2025-03-02,002-8193156-8,"Altagracia Martínez Castillo","Punta Cana (Bávaro)","Personal Trainer","Básica",1337.00,1073.00,9,Activo,15,8
TRX-RD-5495,2025-03-02,011-3817674-6,"Manuel Reyes Rodríguez","Santiago (Los Jardines)","Tienda Deportiva","VIP",1067.00,2435.00,12,Activo,12,10
TRX-RD-5501,2025-03-02,031-1342744-1,"Patricia Pérez Díaz","Puerto Plata Club","Membresías","Básica",1690.00,1141.00,11,Activo,12,9
TRX-RD-5258,2025-03-03,402-1899446-1,"Yamilka Castillo Pérez","Punta Cana (Bávaro)","Tienda Deportiva","Básica",2021.00,1110.00,7,Activo,9,8
TRX-RD-5285,2025-03-03,097-1176412-7,"Gabriel Jiménez Sánchez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1963.00,8,Activo,7,9
TRX-RD-5301,2025-03-03,097-4883894-4,"Stephanie Vásquez Guzmán","Santiago (Los Jardines)","Membresías","Básica",1690.00,1041.00,8,Activo,13,6
TRX-RD-5354,2025-03-03,402-1618967-6,"Carlos Paulino Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1128.00,10,Activo,13,8
TRX-RD-5395,2025-03-03,002-5305764-0,"Patricia Castillo Santana","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1329.00,9,Activo,13,8
TRX-RD-5405,2025-03-03,031-5457306-1,"Carlos Paulino Marte","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1310.00,1200.00,15,Activo,9,8
TRX-RD-5411,2025-03-03,097-7852937-1,"Rafael Rosario Guzmán","Punta Cana (Bávaro)","Clases Guiadas","Básica",623.00,1344.00,8,Activo,5,7
TRX-RD-5245,2025-03-04,031-4201189-3,"Alejandro Díaz Castillo","Santo Domingo (Piantini)","Membresías","Básica",1690.00,949.00,11,Activo,11,9
TRX-RD-5293,2025-03-04,037-9879283-8,"Carmen Morales Cruz","Santo Domingo (Piantini)","Personal Trainer","Básica",1428.00,1237.00,10,Activo,9,7
TRX-RD-5326,2025-03-04,031-6851654-4,"José Rosario Pérez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1726.00,1363.00,7,Activo,9,7
TRX-RD-5342,2025-03-04,011-3552274-4,"Ramón Marte Morales","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1475.00,4,Activo,12,7
TRX-RD-5343,2025-03-04,001-6416894-0,"Gabriel Guzmán Castillo","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1018.00,9,Activo,12,8
TRX-RD-5382,2025-03-04,402-6702324-6,"Alejandro Peña Cruz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1835.00,9,Activo,5,7
TRX-RD-5383,2025-03-04,402-0772858-1,"Rosa Ventura Jiménez","Puerto Plata Club","Membresías","VIP",4890.00,2382.00,8,Activo,6,9
TRX-RD-5389,2025-03-04,011-2788001-9,"Ramón Ventura Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2662.00,13,Activo,7,7
TRX-RD-5398,2025-03-04,031-0389221-6,"Laura Reyes Marte","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1700.00,1788.00,9,Activo,4,10
TRX-RD-5491,2025-03-04,001-9581794-5,"Carlos Sánchez Martínez","Puerto Plata Club","Tienda Deportiva","VIP",1450.00,2196.00,12,Activo,11,8
TRX-RD-5324,2025-03-05,031-3115349-0,"Gabriel Gómez Guzmán","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1509.00,6,Activo,14,7
TRX-RD-5329,2025-03-05,037-8163497-1,"Carolina Marte Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2270.00,10,Activo,13,8
TRX-RD-5364,2025-03-05,402-4161120-7,"Carlos Vásquez Peña","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1665.00,10,Activo,10,9
TRX-RD-5386,2025-03-05,011-0803242-4,"Laura Gómez Ventura","Santiago (Los Jardines)","Membresías","VIP",4890.00,2719.00,12,Activo,11,7
TRX-RD-5446,2025-03-05,031-4566564-6,"Carolina Vásquez Jiménez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1233.00,7,Activo,9,9
TRX-RD-5457,2025-03-05,037-2632060-3,"Nicole Castillo Rodríguez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2417.00,12,Activo,15,10
TRX-RD-5463,2025-03-05,031-3458161-4,"Juan García Martínez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1407.00,7,Activo,9,8
TRX-RD-5492,2025-03-05,011-4532392-7,"Gabriel Marte Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1474.00,14,Activo,6,7
TRX-RD-5498,2025-03-05,402-2143151-9,"Rosa Sánchez Sánchez","Puerto Plata Club","Personal Trainer","Básica",1439.00,1418.00,13,Activo,12,9
TRX-RD-5508,2025-03-05,037-3006683-8,"Carmen Peña Peña","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1406.00,10,Activo,15,8
TRX-RD-5330,2025-03-06,011-8589574-3,"Carlos Guzmán Sánchez","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2413.00,8,Activo,14,8
TRX-RD-5349,2025-03-06,011-6072118-7,"Stephanie Cruz Sánchez","Santiago (Los Jardines)","Clases Guiadas","Básica",1005.00,1288.00,6,Activo,11,9
TRX-RD-5370,2025-03-06,402-2286782-8,"Patricia Sánchez Sánchez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1526.00,5,Activo,13,8
TRX-RD-5380,2025-03-06,097-3288495-3,"Luis Sánchez Peña","Santiago (Los Jardines)","Personal Trainer","VIP",1850.00,2380.00,11,Activo,8,7
TRX-RD-5397,2025-03-06,031-0389221-6,"Laura Reyes Marte","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1788.00,9,Activo,4,10
TRX-RD-5421,2025-03-06,031-8488242-5,"Emmanuel Reyes Guzmán","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Premium",978.00,1538.00,7,Activo,9,9
TRX-RD-5433,2025-03-06,002-6259335-3,"Emmanuel Guzmán Rosario","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Premium",745.00,2156.00,16,Activo,9,10
TRX-RD-5468,2025-03-06,031-7353529-9,"Patricia Sánchez Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1184.00,9,Activo,5,8
TRX-RD-5493,2025-03-06,011-7533243-4,"Kelvin Ventura Sánchez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1646.00,16,Activo,7,8
TRX-RD-5267,2025-03-07,097-0737044-2,"Ana Rodríguez Paulino","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1636.00,12,Activo,14,8
TRX-RD-5305,2025-03-07,031-8069871-8,"Miguel Martínez Cruz","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1173.00,12,Activo,10,8
TRX-RD-5311,2025-03-07,002-2068409-6,"Gabriel Díaz Guzmán","Puerto Plata Club","Tienda Deportiva","Básica",2173.00,1264.00,10,Activo,10,8
TRX-RD-5335,2025-03-07,011-2927458-3,"María Martínez Gómez","Santiago (Los Jardines)","Tienda Deportiva","Básica",1507.00,1067.00,5,Activo,5,7
TRX-RD-5344,2025-03-07,031-8363385-2,"Nicole Reyes Vásquez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1343.00,14,Activo,13,7
TRX-RD-5393,2025-03-07,001-2207218-4,"Luisa Marte Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2660.00,9,Activo,7,6
TRX-RD-5400,2025-03-07,402-2255694-2,"Johanny Rosario Pérez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1944.00,7,Activo,10,7
TRX-RD-5432,2025-03-07,002-6259335-3,"Emmanuel Guzmán Rosario","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,2156.00,16,Activo,9,10
TRX-RD-5462,2025-03-07,097-3249981-0,"Manuel Reyes Rosario","Puerto Plata Club","Membresías","Básica",1690.00,1486.00,10,Activo,12,9
TRX-RD-5252,2025-03-08,402-4917674-0,"Yamilka García Morales","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2476.00,10,Activo,10,8
TRX-RD-5260,2025-03-08,011-9439820-0,"Ramón Guzmán Reyes","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1665.00,9,Activo,7,7
TRX-RD-5275,2025-03-08,011-9793610-5,"Luisa García Morales","Santo Domingo (Piantini)","Tienda Deportiva","VIP",2305.00,2433.00,12,Activo,11,8
TRX-RD-5283,2025-03-08,002-4974312-1,"Patricia Guzmán Pérez","Santo Domingo (Piantini)","Clases Guiadas","Premium",991.00,1678.00,10,Activo,10,9
